cliente,cnae_subclasse,sum_carteira_ativa,ano,cnae_subclasse_bcb,codigo_cnae_ibge,atividade_tru68_ibge
PJ,Atividades de teleatendimento,952428364.48,2018,Atividades de teleatendimento,8220,7880
PJ,Gestão de ativos intangíveis não-financeiros,478304857.16,2018,Gestão de ativos intangíveis não-financeiros,7740,7700
PJ,"Locação de embarcações sem tripulação, exceto para fins recreativos",2969028318.48,2018,"Locação de embarcações sem tripulação, exceto para fins recreativos",7719,7700
PJ,Serviços de adestramento de cães de guarda,678686.81,2018,Serviços de adestramento de cães de guarda,8011,8000
PJ,"Serviços de gravação de carimbos, exceto confecção",353402.27,2018,"Serviços de gravação de carimbos, exceto confecção",8299,7880
PJ,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",30586994.58,2018,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",6629,6480
PJ,Peritos e avaliadores de seguros,9097494.75,2018,Peritos e avaliadores de seguros,6621,6480
PJ,Atividades de design não especificadas anteriormente,7736351.26,2018,Atividades de design não especificadas anteriormente,7410,7380
PJ,Atividades de estudos geológicos,39846647.02,2018,Atividades de estudos geológicos,7119,7180
PJ,Consultoria em publicidade,26101028.66,2018,Consultoria em publicidade,7319,7380
PJ,Design de interiores,19114339.36,2018,Design de interiores,7410,7380
PJ,Escafandria e mergulho,2869268.09,2018,Escafandria e mergulho,7490,7380
PJ,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,574330981.42,2018,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,7210,7180
PJ,"Serviços de tradução, interpretação e similares",9477009.23,2018,"Serviços de tradução, interpretação e similares",7490,7380
PJ,Comércio atacadista de aves abatidas e derivados,37033605.09,2018,Comércio atacadista de aves abatidas e derivados,4634,4580
PJ,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),607044716.65,2018,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),4681,4580
PJ,"Comércio atacadista de joias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",69645027.97,2018,"Comércio atacadista de joias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",4649,4580
PJ,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,323447797.77,2018,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,4665,4580
PJ,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",289947666.58,2018,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",4664,4580
PJ,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",345328290.54,2018,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",4689,4580
PJ,Comércio atacadista de sorvetes,52115351.43,2018,Comércio atacadista de sorvetes,4637,4580
PJ,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",5253291220.72,2018,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",4681,4580
PJ,Comércio atacadista especializado de materiais de construção não especificados anteriormente,167860700.32,2018,Comércio atacadista especializado de materiais de construção não especificados anteriormente,4679,4580
PJ,Comércio por atacado de pneumáticos e câmaras-de-ar,1391659363.73,2018,Comércio por atacado de pneumáticos e câmaras-de-ar,4530,4500
PJ,Comércio varejista de fogos de artifício e artigos pirotécnicos,3435912.68,2018,Comércio varejista de fogos de artifício e artigos pirotécnicos,4789,4580
PJ,Comércio varejista de produtos farmacêuticos homeopáticos,8808317.98,2018,Comércio varejista de produtos farmacêuticos homeopáticos,4771,4580
PJ,Aplicação de revestimentos e de resinas em interiores e exteriores,42344856.18,2018,Aplicação de revestimentos e de resinas em interiores e exteriores,4330,4180
PJ,Manutenção de estações e redes de telecomunicações,75536075.68,2018,Manutenção de estações e redes de telecomunicações,4221,4180
PJ,Montagem e desmontagem de andaimes e outras estruturas temporárias,74223852.05,2018,Montagem e desmontagem de andaimes e outras estruturas temporárias,4399,4180
PJ,Obras de fundações,157142394.29,2018,Obras de fundações,4391,4180
PJ,Outras obras de instalações em construções não especificadas anteriormente,105112467.57,2018,Outras obras de instalações em construções não especificadas anteriormente,4329,4180
PJ,"Atividades de apoio à educação, exceto caixas escolares",164843507.64,2018,"Atividades de apoio à educação, exceto caixas escolares",8550,8591
PJ,Educação superior - pós-graduação e extensão,133038433.44,2018,Educação superior - pós-graduação e extensão,8533,8591
PJ,Construção de embarcações de grande porte,2066882488.46,2018,Construção de embarcações de grande porte,3011,3000
PJ,Construção de embarcações para esporte e lazer,21402107.45,2018,Construção de embarcações para esporte e lazer,3012,3000
PJ,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",385647636.37,2018,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",3011,3000
PJ,Fabricação de aditivos de uso industrial,384455242.46,2018,Fabricação de aditivos de uso industrial,2093,2092
PJ,Fabricação de amidos e féculas de vegetais,459662194.9,2018,Fabricação de amidos e féculas de vegetais,1065,1093
PJ,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",403496964.86,2018,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",2640,2600
PJ,Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial,143251813.19,2018,Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial,2824,2800
PJ,"Fabricação de aparelhos e equipamentos de medida, teste e controle",322994287.65,2018,"Fabricação de aparelhos e equipamentos de medida, teste e controle",2651,2600
PJ,Fabricação de artefatos de joalheria e ourivesaria,101228757.91,2018,Fabricação de artefatos de joalheria e ourivesaria,3211,3180
PJ,Fabricação de artefatos de tanoaria e de embalagens de madeira,149793880.31,2018,Fabricação de artefatos de tanoaria e de embalagens de madeira,1623,1600
PJ,Fabricação de artefatos para pesca e esporte,36263961.69,2018,Fabricação de artefatos para pesca e esporte,3230,3180
PJ,Fabricação de artigos ópticos,135467400.91,2018,Fabricação de artigos ópticos,3250,3180
PJ,"Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios",282986569.85,2018,"Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios",3092,3000
PJ,Fabricação de calçados de materiais não especificados anteriormente,211826521.66,2018,Fabricação de calçados de materiais não especificados anteriormente,1539,1500
PJ,Fabricação de chapas e de embalagens de papelão ondulado,832957594.06,2018,Fabricação de chapas e de embalagens de papelão ondulado,1733,1700
PJ,Fabricação de cimento,1693095600.32,2018,Fabricação de cimento,2320,2300
PJ,Fabricação de colchões,235941917.99,2018,Fabricação de colchões,3104,3180
PJ,Fabricação de componentes eletrônicos,489594254.22,2018,Fabricação de componentes eletrônicos,2610,2600
PJ,"Fabricação de conservas de peixes, crustáceos e moluscos",331647143.33,2018,"Fabricação de conservas de peixes, crustáceos e moluscos",1020,1091
PJ,Fabricação de cronômetros e relógios,112143039.51,2018,Fabricação de cronômetros e relógios,2652,2600
PJ,Fabricação de equipamentos de informática,456110191.59,2018,Fabricação de equipamentos de informática,2621,2600
PJ,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",292664931.99,2018,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",2631,2600
PJ,"Fabricação de escovas, pincéis e vassouras",53990405.55,2018,"Fabricação de escovas, pincéis e vassouras",3291,3180
PJ,Fabricação de ferramentas,338738950.03,2018,Fabricação de ferramentas,2543,2500
PJ,"Fabricação de fios, cabos e condutores elétricos isolados",885714270.36,2018,"Fabricação de fios, cabos e condutores elétricos isolados",2733,2700
PJ,Fabricação de gases industriais,273668740.35,2018,Fabricação de gases industriais,2014,2091
PJ,Fabricação de laminados planos e tubulares de material plástico,496672236.72,2018,Fabricação de laminados planos e tubulares de material plástico,2221,2200
PJ,Fabricação de motocicletas,51010193.4,2018,Fabricação de motocicletas,3091,3000
PJ,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",498134933.04,2018,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",2823,2800
PJ,Fabricação de móveis com predominância de metal,420991901.07,2018,Fabricação de móveis com predominância de metal,3102,3180
PJ,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",996958263.18,2018,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",2829,2800
PJ,Fabricação de outros produtos de metal não especificados anteriormente,1644156108.95,2018,Fabricação de outros produtos de metal não especificados anteriormente,2599,2500
PJ,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,628197945.22,2018,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,2399,2300
PJ,Fabricação de periféricos para equipamentos de informática,275174734.1,2018,Fabricação de periféricos para equipamentos de informática,2622,2600
PJ,Fabricação de peças e acessórios para motocicletas,15799485.9,2018,Fabricação de peças e acessórios para motocicletas,3091,3000
PJ,"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório",498177966.15,2018,"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório",1741,1700
PJ,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente",271959261.9,2018,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente",1749,1700
PJ,Fabricação de produtos derivados do cacau e de chocolates,497398648.71,2018,Fabricação de produtos derivados do cacau e de chocolates,1093,1093
PJ,Fabricação de produtos do refino de petróleo,31876933066.02,2018,Fabricação de produtos do refino de petróleo,1921,1991
PJ,"Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas",184906261.05,2018,"Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas",1122,1100
PJ,Fabricação de refrigerantes,1274282490.16,2018,Fabricação de refrigerantes,1122,1100
PJ,Fabricação de resinas termoplásticas,705269189.26,2018,Fabricação de resinas termoplásticas,2031,2091
PJ,"Fabricação de velas, inclusive decorativas",6990706.93,2018,"Fabricação de velas, inclusive decorativas",3299,3180
PJ,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",124085404.63,2018,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",3312,3300
PJ,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,28194009.27,2018,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,3312,3300
