word;dict;goo;pt
minimally;ˈmɪn.ə.məl.i;ˈminəməlē;minimamente
minimize;ˈmɪn.ə.maɪz;ˈminəˌmīz;minimizar
minimum;ˈmɪn.ə.məm;ˈminəməm;mínima(feminino)
mining;ˈmaɪ.nɪŋ;ˈmīniNG;mineração
minion;ˈmɪn.jən;ˈminyən;Minion
miniskirt;ˈmɪn.i.skɝːt;ˈminēˌskərt;mini-saia
minister;-stɚ;ˈminəstər;ministra(feminino)
ministerial;ˌmɪn.əˈstɪr.i.əl;ˌminəˈstirēəl;ministerial
ministers;-stɚ;nan;nan
ministration;nan;ˌminəˈstrāSHən;ministério
ministrations;ˌmɪn.əˈstreɪ.ʃənz;nan;Ministrações
ministries;ˈmɪn.ɪ.stri;nan;nan
ministry;ˈmɪn.ɪ.stri;ˈminəstrē;ministério
mink;mɪŋk;miNGk;MINK
minnesota;mɪn.ɪˈsoʊ.t̬ə;nan;nan
minnow;ˈmɪn.oʊ;ˈminō;Minnow
minor;ˈmaɪ.nɚ;ˈmīnər;menor
minority;maɪˈnɔːr.ə.t̬i;məˈnôrədē;minoria
minster;ˈmɪn.stɚ;nan;Minster
minstrel;ˈmɪn.strəl;ˈminstrəl;menestrel
mint;mɪnt;mint;hortelã
minted;ˈmɪntɪd;ˈmin(t)əd;cunhada(feminino)
minting;mɪnt;nan;nan
minty;ˈmɪn.t̬i;nan;Minty
minuet; /ˌmɪnjuˈet/;ˌminyəˈwet;minueto
minus;ˈmaɪ.nəs;ˈmīnəs;menos
minuscule;ˈmɪn.ə.skjuːl;ˈminəˌskyo͞ol;minúscula(feminino)
minuses;nan;ˈmīnəs;menos
minute;ˈmɪn.ɪt;ˈminit;minuto
minuted;ˈmɪn.ɪt;nan;minuted
minutely;maɪˈnuːt.li;mīˈn(y)o͞otlē;minuciosamente
minutes;ˈmɪn·əts;nan;minutos
minx;mɪŋks;nan;sirigaita
miosis;nan;mīˈōsəs;miose
miracle;ˈmɪr.ə.kəl;ˈmirək(ə)l;milagre
miraculous;məˈræk.jə.ləs;məˈrakyələs;milagrosa(feminino)
miraculously;məˈræk.jə.ləs.li;məˈrakyələslē;milagrosamente
mirage;mɪˈrɑːʒ;məˈräZH;miragem
mire;maɪr;ˈmī(ə)r;lama
mired;maɪrd;nan;atolada(feminino)
mirror;ˈmɪr.ɚ;ˈmirər;espelho
mirrored;ˈmɪr.ɚd;ˈmirərd;espelhada(feminino)
mirroring;ˈmɪr.ər;ˈmirəriNG;espelhamento
mirrors;ˈmɪr.ɚ;nan;nan
mirth;mɝːθ;mərTH;alegria
mirthful;ˈmɝːθ.fʊl;ˈmərTHfəl;alegria
mirthless;ˈmɝːθ.ləs;ˈmərTHləs;sem alegria
mirthlessly;ˈmɝːθ.ləs.li;nan;sem alegria
misadventure;ˌmɪs.ədˈven.tʃɚ;ˌmisədˈven(t)SHər;desventura
misaligned;ˌmɪs.əˈlaɪn;ˌmisəˈlīnd;desalinhada(feminino)
misalignment;ˌmɪs.əˈlaɪn.mənt;ˌmisəˈlīnmənt;desalinhamento
misanthrope;ˈmɪs.ən.θroʊp;ˈmis(ə)nˌTHrōp;misantropo
misanthropic;ˌmɪs.ənˈθrɑː.pɪk;ˌmis(ə)nˈTHräpik;misantrópica(feminino)
misanthropy;mɪˈsæn.θrə.pi;məˈsanTHrəpē;misantropia
misapplication;ˌmɪs.æp.ləˈkeɪ.ʃən;nan;Aplicação incorreta
misapply;ˌmɪs.əˈplaɪ;ˌmisəˈplī;Apprestar mal
misapprehension;ˌmɪs.æp.rəˈhen.ʃən;ˌmisˌaprəˈhen(t)SH(ə)n;má compreensão
misappropriated;ˌmɪs.əˈprəʊ.pri.eɪt;nan;desviada(feminino)
misappropriation;ˌmɪs.əˌproʊ.priˈeɪ.ʃən;ˌmisəˌprōprēˈāSH(ə)n;apropriação indevida
misbegotten;ˌmɪs.bɪˈɡɑː.t̬ən;ˌmisbəˈɡätn;erros
misbehave;ˌmɪs.bɪˈheɪv;ˌmisbəˈhāv;se comportar mal
misbehaved;ˌmɪs.bɪˈheɪv;nan;nan
misbehaving;ˌmɪs.bɪˈheɪv;nan;nan
misbehaviour;ˌmɪs.bɪˈheɪ.vjər;ˌmisbēˈhāvyər;mau comportamento
miscalculate;mɪsˈkæl.kjə.leɪt;misˈkalkyəˌlāt;calcular mal
miscalculated;mɪsˈkæl.kjə.leɪt;nan;nan
miscalculation;ˌmɪs.kæl.kjəˈleɪ.ʃən;ˌmisˌkalkyəˈlāSH(ə)n;erro de cálculo
miscarriage;ˈmɪsˌker.ɪdʒ;ˈmisˌkerij;aborto espontâneo
miscarried;mɪˈskær.i;nan;abortada(feminino)
miscarry;ˈmɪsˌker.i;misˈkerē;abortar
miscarrying;mɪˈskær.i;nan;nan
miscast;ˌmɪsˈkæst;misˈkast;mal
miscegenation;mɪsˌedʒ.əˈneɪ.ʃən;məˌsejəˈnāSHən;miscigenação
miscellanea; /ˌmɪsəˈleɪniə/;ˌmisəˈlānēə;miscelânea
miscellaneous;ˌmɪs.əlˈeɪ.ni.əs;ˌmisəˈlānēəs;diversas(feminino)
miscellany;ˈmɪs.ə.leɪ.ni;ˈmisəˌlānē;miscelânea
mischance;ˌmɪsˈtʃæns;misˈCHans;infortúnio
mischief;ˈmɪs.tʃɪf;ˈmisCHif;travessura
mischievous;ˈmɪs.tʃə.vəs;ˈmisCHivəs;perniciosa(feminino)
mischievously;ˈmɪs.tʃə.vəs.li;ˈmisCHivəslē;maliciosamente
miscible;ˈmɪs.ə.bəl;ˈmisəbəl;miscível
misconceived;ˌmɪs.kənˈsiːvd;ˌmiskənˈsēvd;concebida(feminino)
misconception;ˌmɪs.kənˈsep.ʃən;ˌmiskənˈsepSH(ə)n;equívoca(feminino)
misconduct;ˌmɪsˈkɑːn.dʌkt;nan;má conduta
misconstrued;ˌmɪs.kənˈstruː;nan;interpretado mal
miscount;ˌmɪsˈkaʊnt;nan;MISSOUNT
miscounted;ˌmɪsˈkaʊnt;nan;nan
miscounting;ˌmɪsˈkaʊnt;nan;nan
miscreant;ˈmɪs.kri.ənt;ˈmiskrēənt;Miscreant
miscue;mɪˈskjuː;misˈkyo͞o;Missor
miscues;nan;misˈkyo͞o;erros
misdate;nan;misˈdāt;Data mal
misdeal;nan;misˈdēl;erros
misdeed;ˌmɪsˈdiːd;misˈdēd;crime
misdemeanour;ˌmɪs.dɪˈmiː.nər;ˌmisdəˈmēnər;contravenção
misdiagnosis;ˌmɪs.daɪ.əɡˈnoʊ.sɪs;ˌmisˌdīəɡˈnōsəs;incorretamente no diagnóstico
misdirect;ˌmɪs.daɪˈrekt;ˌmisdəˈrekt;direta(feminino)
misdirected;ˌmɪsdaɪˈrektɪd;nan;mal direcionado
misdirecting;ˌmɪs.daɪˈrekt;nan;nan
misdirection;ˌmɪs.dɪˈrek.ʃən;ˌmisdəˈrekSHən;desvio de direção
misdirections;nan;ˌmisdəˈrekSHən;erros de desvio
miser;ˈmaɪ.zɚ;ˈmīzər;avarenta(feminino)
miserable;ˈmɪz.ɚ.ə.bəl;ˈmiz(ə)rəb(ə)l;miserável
miserably;ˈmɪz.ɚ.ə.bli;ˈmizərblē;miseravelmente
miserliness;ˈmaɪ.zɚ.li.nəs;ˈmīzərlēnəs;avareza
miserly;ˈmaɪ.zɚ.li;ˈmīzərlē;avarenta(feminino)
misery;ˈmɪz.ɚ.i;ˈmiz(ə)rē;miséria
misfield;nan;misˈfēld;misfield
misfiled;nan;misˌfīl;falhada(feminino)
misfire;ˌmɪsˈfaɪr;nan;falha de ignição
misfired;ˌmɪsˈfaɪər;nan;falhou
misfit;ˈmɪs.fɪt;ˈmisˌfit;desajustar
misfortune;ˌmɪsˈfɔːr.tʃən;ˌmisˈfôrCH(ə)n;infortúnio
misgive;nan;misˈɡiv;causar apreensões
misgiving;ˌmɪsˈɡɪv.ɪŋ;ˌmisˈɡiviNG;desconfiança
misgovernment;ˌmɪsˈɡʌv.ɚn.mənt;nan;governo do governo
misguide;nan;misˈɡīd;desencaminhar
misguided;ˌmɪsˈɡaɪ.dɪd;ˌmisˈɡīdəd;equivocada(feminino)
misguidedly;ˌmɪsˈɡaɪ.dɪd.li;nan;mal orientado
mishandle;ˌmɪsˈhæn.dəl;ˌmisˈhand(ə)l;Mishendle
mishandled;ˌmɪsˈhæn.dəl;nan;nan
mishandling;ˌmɪsˈhæn.dəl.ɪŋ;nan;Mishandling
mishap;ˈmɪs.hæp;ˈmisˌhap;acidente
mishear;ˌmɪsˈhɪr;ˌmisˈhir;ouvir mal
misinform;ˌmɪs.ɪnˈfɔːrm;ˌmisənˈfôrm;desinformar
misinformation;ˌmɪs.ɪn.fɚˈmeɪ.ʃən;ˌmisinfərˈmāSH(ə)n;desinformação
misinformed;ˌmɪs.ɪnˈfɔːm;nan;desinformada(feminino)
misinterpret;ˌmɪs.ɪnˈtɝː.prət;ˌmisinˈtərprət;interpretar mal
misinterpretation;ˌmɪs.ɪnˌtɝː.prəˈteɪ.ʃən;ˈˌmisinˌtərprəˈtāSHən;má interpretação
misinterpreted;ˌmɪs.ɪnˈtɜː.prət;nan;mal interpretado
misinterpreting;ˌmɪs.ɪnˈtɜː.prət;nan;nan
misjudge;ˌmɪsˈdʒʌdʒ;ˌmisˈjəj;Jogador incorreto
misjudged;ˌmɪsˈdʒʌdʒ;nan;nan
misjudging;ˌmɪsˈdʒʌdʒ;nan;nan
misjudgment;ˌmɪsˈdʒʌdʒ.mənt;nan;julgamento errôneo
mislay;ˌmɪsˈleɪ;misˈlā;extraviar
mislay; /ˌmɪsˈleɪ/;misˈlā;extraviar
mislead;ˌmɪsˈliːd;misˈlēd;enganar
mislead; /ˌmɪsˈliːd/;misˈlēd;enganar
misleading;ˌmɪsˈliː.dɪŋ;ˌmisˈlēdiNG;errônea(feminino)
misleadingly;ˌmɪsˈliː.dɪŋ.li;ˌmisˈlēdiNGlē;enganosamente
mismanage;ˌmɪsˈmæn.ɪdʒ;ˌmisˈmanij;maldade errada
mismanaged;ˌmɪsˈmæn.ɪdʒ;nan;nan
mismanagement;ˌmɪsˈmæn.ɪdʒ.mənt;ˈˌmisˈmanəjmənt;má administração
mismatch;ˌmɪsˈmætʃ;nan;incompatibilidade
mismatched;ˌmɪsˈmætʃ;nan;nan
mismatching;ˌmɪsˈmætʃ;nan;nan
misname; /ˌmɪsˈneɪm/;misˈnām;mal nome
misnomer;ˌmɪsˈnoʊ.mɚ;misˈnōmər;nome do nome
misogynist;mɪˈsɑː.dʒən.ɪst;məˈsäjənəst;misoginista
misogynistic;mɪˌsɑː.dʒɪˈnɪs.tɪk;məˌsäjəˈnistik;misógino
misogyny;mɪˈsɑː.dʒən.i;məˈsäjənē;misoginia
misplace;ˌmɪsˈpleɪs;misˈplās;lugar mal
misplaced;ˌmɪsˈpleɪst;misˈplāst;extraviada(feminino)
misplacing;ˌmɪsˈpleɪs;nan;nan
misprint;ˈmɪs.prɪnt;nan;impressão errada
misprint; /ˈmɪsprɪnt/;nan;nan
mispronounced;ˌmɪs.prəˈnaʊns;nan;pronunciado mal
mispronouncing;ˌmɪs.prəˈnaʊns;nan;nan
mispronunciation;ˌmɪs.prəˌnʌn.siˈeɪ.ʃən;ˌmisprəˌnənsēˈāSH(ə)n;pronúncia errada
misquotation;ˌmɪs.kwoʊˈteɪ.ʃən;nan;citação incorreta
misquote;ˌmɪsˈkwoʊt;misˈkwōt;citação errada
misquoted;ˌmɪsˈkwəʊt;nan;citado incorretamente
misquoting;ˌmɪsˈkwəʊt;nan;nan
misread;ˌmɪsˈriːd;misˈrēd;interpretar mal
misreading;ˌmɪsˈriː.dɪŋ;nan;leitura incorreta
misremember; /ˌmɪsrɪˈmembər/;ˌmisrəˈmembər;REMEMBLEIRO
misrepresent;ˌmɪs.rep.rɪˈzent;ˌmisˌreprəˈzent;deturpar
misrepresentation;ˌmɪs.rep.rɪ.zenˈteɪ.ʃən;ˌmisreprəzenˈtāSH(ə)n;deturpação
misrepresented;ˌmɪs.rep.rɪˈzent;nan;nan
misrepresenting;ˌmɪs.rep.rɪˈzent;nan;nan
misrule;ˌmɪsˈruːl;misˈro͞ol;desgoverno
miss;mɪs;mis;senhorita
missal; /ˈmɪsl/;ˈmisəl;missal
missed;mɪs;nan;nan
misshapen;ˌmɪsˈʃeɪ.pən;misˈSHāpən;disforme
missile;ˈmɪs.əl;ˈmisəl;míssil
missing;ˈmɪs.ɪŋ;ˈmisiNG;ausência de
mission;ˈmɪʃ.ən;ˈmiSHən;missão
missionary;ˈmɪʃ.er.i;ˈmiSHəˌnerē;missionária(feminino)
missions;ˈmɪʃ.ən;nan;nan
mississippi;ˌmɪs.ɪˈsɪp.i;nan;nan
missive;ˈmɪs.ɪv;ˈmisiv;missiva
missouri;mɪˈzʊr.i;nan;nan
misspell;ˌmɪsˈspel;misˈspel;erros de ortografia
misspell; /ˌmɪsˈspel/;misˈspel;erros de ortografia
misspelling;ˌmɪsˈspel.ɪŋ;nan;erro de ortografia
misspend;ˌmɪsˈspend;misˈspend;Acompanhe
misspend; /ˌmɪsˈspend/;misˈspend;Acompanhe
misstatement;ˌmɪsˈsteɪt.mənt;nan;distorção
missus;ˈmɪs.ɪz;ˈmisiz;Missus
missuses;nan;ˈmisiz;MissUses
missy; /ˈmɪsi/;ˈmisē;Missy
mist;mɪst;mist;névoa
mistake;mɪˈsteɪk;məˈstāk;erro
mistake; /mɪˈsteɪk/;məˈstāk;erro
mistaken;mɪˈsteɪ.kən;məˈstākən;equivocada(feminino)
mistakenly;mɪˈsteɪ.kən.li;məˈstākənlē;por engano
mistakes;mɪˈsteɪk;nan;nan
mister;ˈmɪs.tɚ;ˈmistər;senhora(feminino)
mistily;ˈmɪs.təl.i;nan;enevoamente
mistime;ˌmɪsˈtaɪm;misˈtīm;Mistime
mistimed;ˌmɪsˈtaɪm;nan;nan
mistiness;ˈmɪs.ti.nəs;nan;névoa
mistletoe;ˈmɪs.əl.toʊ;ˈmisəlˌtō;visco
mistranslate;nan;ˌmisˈtranzlāt;Mistranslate
mistreat;ˌmɪsˈtriːt;misˈtrēt;maltratar
mistreated;ˌmɪsˈtriːt;nan;nan
mistreating;ˌmɪsˈtriːt;nan;nan
mistreatment;ˌmɪsˈtriːt.mənt;misˈtrētmənt;maus tratos
mistress;ˈmɪs.trəs;ˈmistris;amante
mistrust;ˌmɪsˈtrʌst;misˈtrəst;desconfiança
mistrusted;ˌmɪsˈtrʌst;nan;nan
mistrustful;ˌmɪsˈtrʌst.fəl;ˌmisˈtrəs(t)fəl;desconfiada(feminino)
mistrustfully;ˌmɪsˈtrʌst.fəl.i;nan;com desconfiança
mistrusting;ˌmɪsˈtrʌst;nan;nan
misty;ˈmɪs.ti;ˈmistē;enevoada(feminino)
mistype;nan;misˈtīp;Mistype
misunderstand;ˌmɪs.ʌn.dɚˈstænd;ˌmisˌəndərˈstand;mal-entendida(feminino)
misunderstand; /ˌmɪsʌndərˈstænd/;ˌmisˌəndərˈstand;mal-entendida(feminino)
misunderstanding;ˌmɪs.ʌn.dɚˈstæn.dɪŋ;ˌmisˌəndərˈstandiNG;mal entendido
misuse;ˌmɪsˈjuːz;nan;uso indevido
misused;ˌmɪsˈjuːz;nan;nan
misusing;ˌmɪsˈjuːz;nan;nan
mite;maɪt;mīt;MITE
mitigate;ˈmɪt̬.ə.ɡeɪt;ˈmidəˌɡāt;mitigar
mitigated;ˈmɪt.ɪ.ɡeɪt;nan;mitigada(feminino)
mitigating;ˈmɪt̬.ə.ɡeɪ.t̬ɪŋ;ˈmidəˌɡādiNG;Mitigando
mitigation;ˌmɪt̬.əˈɡeɪ.ʃən;ˌmidəˈɡāSH(ə)n;mitigação
mitochondrial;ˌmaɪ.t̬əˈkɑːn.dri.əl;ˌmīdəˈkändrēəl;mitocondrial
mitosis;maɪˈtoʊ.sɪs;mīˈtōsəs;mitose
mitre;ˈmaɪ.t̬ɚ;nan;mitra
mitt;mɪt;mit;Mitt
mitten;ˈmɪt̬.ən;ˈmitn;Mitne
mix;mɪks;miks;misturar
mixed;mɪkst;mikst;misturada(feminino)
mixer;ˈmɪk.sɚ;ˈmiksər;misturador
mixing;mɪks;nan;nan
mixture;ˈmɪks.tʃɚ;ˈmiksCHər;mistura
ml;mɪl;nan;nan
mlb;ˌem.elˈbiː;nan;nan
mls;ˌem.elˈes;nan;nan
mnemonic;nɪˈmɑː.nɪk;nəˈmänik;mnemônica(feminino)
mo;moʊ;mō;MO
moan;moʊn;mōn;gemer
moaned;məʊn;nan;gemeu
moaner;ˈmoʊ.nɚ;nan;gemido
moaning;məʊn;nan;nan
moat;moʊt;mōt;fosso
moated;ˈmoʊ.t̬ɪd;nan;Moated
mob; /mɑːb/;mäb;mob
mob;mɑːb;mäb;mob
mobile;ˈmoʊ.bəl;nan;Móvel
mobiles;ˈmoʊ.bəl;nan;nan
mobilities;nan;mōˈbilədē;Mobilidades
mobility;moʊˈbɪl.ə.t̬i;mōˈbilədē;mobilidade
mobster;ˈmɑːb.stɚ;ˈmäbstər;mafioso
moccasin;ˈmɑː.kə.sɪn;ˈmäkəsən;mocassim
mock;mɑːk;mäk;zombar
mocked;mɒk;nan;zombada(feminino)
mocker; /ˈmɑːkər/;ˈmäkər;zombador
mockeries;nan;ˈmäk(ə)rē;zombarias
mockers;ˈmɑː.kɚz;nan;zombadores
mockery;ˈmɑː.kɚ.i;ˈmäk(ə)rē;zombaria
mocking;ˈmɑː.kɪŋ;ˈmäkiNG;zombando
mockingbird;ˈmɑː.kɪŋ.bɝːd;ˈmäkiNGˌbərd;Pássaro mimo
mockingly;ˈmɑː.kɪŋ.li;ˈmäkiNGlē;zombando
mod;mɑːd;mäd;mod
modal;ˈmoʊ.dəl;ˈmōdl;modal
modality;moʊˈdæl.ə.t̬i;mōˈdalədē;modalidade
mode;moʊd;mōd;modo
model;ˈmɑː.dəl;ˈmädl;modelo
model; /ˈmɑːdl/;ˈmädl;modelo
modeling;ˈmɑː.dəl.ɪŋ;ˈmädliNG;modelagem
modeller; /ˈmɑːdələr/;nan;nan
modelling;ˈmɒd.əl.ɪŋ;ˈmädliNG;modelagem
models;ˈmɑː.dəl;nan;nan
modem;ˈmoʊ.dəm;ˈmōdəm;modem
modems;ˈmoʊ.dəm;nan;nan
moderate;ˈmɑː.dɚ.ət;nan;moderada(feminino)
moderated;ˈmɒd.ər.eɪt;nan;moderada(feminino)
moderately;ˈmɑː.dɚ.ət.li;ˈmäd(ə)rətlē;moderadamente
moderating;ˈmɒdəreɪtɪŋ;nan;moderador
moderation;ˌmɑː.dəˈreɪ.ʃən;ˌmädəˈrāSH(ə)n;moderação
moderator;ˈmɑː.də.reɪ.t̬ɚ;ˈmädəˌrādər;moderador
moderators;ˈmɑː.də.reɪ.t̬ɚ;nan;nan
modern;ˈmɑː.dɚn;ˈmädərn;moderna(feminino)
modernisations;nan;ˌmädərnəˈzāSHən;modernizações
modernism;ˈmɑː.dɚ.nɪ.zəm;ˈmädərnˌizəm;modernismo
modernist;ˈmɑː.dɚ.nɪst;ˈmädərnəst;modernista
modernistic;ˌmɑː.dɚˈnɪs.tɪk;nan;modernista
modernity;mɑːˈdɝː.nə.t̬i;məˈdərnədē;modernidade
modes;moʊd;nan;nan
modest;ˈmɑː.dɪst;ˈmädəst;modesta(feminino)
modestly;ˈmɑː.dɪst.li;ˈmädəs(t)lē;modestamente
modesty;ˈmɑː.dɪ.sti;ˈmädəstē;modéstia
modicum;ˈmɑː.dɪ.kəm;ˈmädəkəm;Modicum
modification;ˌmɑː.də.fəˈkeɪ.ʃən;ˌmädəfəˈkāSH(ə)n;modificação
modifications;ˌmɑː.də.fəˈkeɪ.ʃən;nan;nan
modified;ˈmɒdɪfaɪd;nan;modificada(feminino)
modifier;ˈmɑː.də.faɪ.ɚ;ˈmädəˌfī(ə)r;modificadora(feminino)
modify;ˈmɑː.də.faɪ;ˈmädəˌfī;modificar
modifying;ˈmɒd.ɪ.faɪ;nan;modificação
modish;ˈmoʊ.dɪʃ;nan;modish
modishly;ˈmoʊ.dɪʃ.li;nan;modishly
mods;mɑːd;nan;nan
modular;ˈmɑː.dʒə.lɚ;ˈmäjələr;modular
modularity;ˌmɑː.djəˈler.ə.t̬i;nan;modularidade
modulate;ˈmɑː.dʒə.leɪt;ˈmäjəˌlāt;modular
modulated;ˈmɒdʒ.ə.leɪt;nan;modulado
modulating;ˈmɒdʒ.ə.leɪt;nan;nan
modulation;ˌmɑː.dʒəˈleɪ.ʃən;ˌmäjəˈlāSHən;modulação
module;ˈmɑː.dʒuːl;ˈmäjo͞ol;módulo
modules;ˈmɑː.dʒuːl;nan;nan
modulus;ˈmɑː.dʒə.ləs;ˈmäjələs;módulo
mogul;ˈmoʊ.ɡəl;ˈmōɡəl;Mogul
mohair;ˈmoʊ.her;ˈmōˌher;Mohair
moiety;ˈmɔɪ.ə.t̬i;ˈmoiədē;porção
moist;mɔɪst;moist;úmida(feminino)
moisten;ˈmɔɪ.sən;ˈmois(ə)n;umedecer
moistened;ˈmɔɪ.sən;nan;nan
moistening;ˈmɔɪ.sən;nan;nan
moister;nan;moist;Moister
moistness;ˈmɔɪst.nəs;nan;umidade
moisture;ˈmɔɪs.tʃɚ;ˈmoisCHər;umidade
molar;ˈmoʊ.lɚ;ˈmōlər;molar
molarity;moʊˈlær·ɪ·t̬i;nan;molaridade
molasses;məˈlæs.ɪz;məˈlasəz;melaço
mold;moʊld;mōld;bolor
moldova;mɑːlˈdoʊ.və;nan;nan
moldy;ˈmoʊl.di;ˈmōldē;mofado
mole;moʊl;mōl;toupeira
molecular;məˈlek.jə.lɚ;məˈlekyələr;molecular
molecule;ˈmɑː.lɪ.kjuːl;ˈmäləˌkyo͞ol;molécula
molecules;ˈmɑː.lɪ.kjuːl;nan;nan
molehill;ˈmoʊl.hɪl;ˈmōlˌhil;Molehill
moleskin;ˈmoʊl.skɪn;ˈmōlˌskin;Moleskin
molest;məˈlest;məˈlest;molestar
molestation;ˌmɑː.lesˈteɪ.ʃən;ˌmōˌleˈstāSHən;molestação
molested;məˈlest;nan;nan
molester;məˈles.tɚ;məˈlestər;molestadora(feminino)
molesting;məˈlest;nan;nan
mollified;ˈmɒl.ɪ.faɪ;nan;Mollified
mollify;ˈmɑː.lə.faɪ;ˈmäləˌfī;Mollify
mollusc;ˈmɒl.əsk;nan;molusco
molten;ˈmoʊl.tən;ˈmōlt(ə)n;fundida(feminino)
molybdenum;mɑːˈlɪb.də.nəm;məˈlibdənəm;molibdênio
mom;mɑːm;nan;mamãe
moment;ˈmoʊ.mənt;ˈmōmənt;momento
momentarily;ˌmoʊ.mənˈter.əl.i;ˌmōmənˈterəlē;momentaneamente
momentary;ˈmoʊ.mən.tər.i;ˈmōmənˌterē;momentânea(feminino)
momentous;məˈmen.t̬əs;mōˈmen(t)əs;importante
moments;ˈmoʊ.mənt;nan;nan
momentum;məˈmen.t̬əm;mōˈmen(t)əm;momento
moms;mɑːm;nan;nan
monaco;ˈmɑː.nə.koʊ;nan;nan
monarch; /ˈmɑːnərk/,  /ˈmɑːnɑːrk/;ˈmänərk;monarca
monarchical; /məˈnɑːrkɪkl/;məˈnärkəkəl;monárquica(feminino)
monarchist;ˈmɑː.nɚ.kɪst;ˈmänərkəst;monarquista
monarchy;ˈmɑː.nɚ.ki;ˈmänərkē;monarquia
monastery;ˈmɑː.nə.ster.i;ˈmänəˌsterē;mosteiro
monastic;məˈnæs.tɪk;məˈnastik;monástica(feminino)
monasticism;məˈnæs.tɪ.sɪ.zəm;nan;monasticismo
monaural;nan;ˌmänˈôrəl;Monaural
monday;ˈmʌn.deɪ;nan;nan
monetarism;ˈmʌn.ə.tɚ.ɪ.zəm;ˈmänidəˌrizəm;monetarismo
monetarist;ˈmʌn.ə.tɚ.ɪst;nan;monetarista
monetary;ˈmʌn.ə.tri;ˈmänəˌterē;monetária(feminino)
money;ˈmʌn.i;ˈmənē;dinheiro
moneyed;ˈmʌn.id;ˈmənēd;endinheirada(feminino)
moneylender;ˈmʌn.iˌlen.dɚ;ˈmənēˌlendər;prestamista
moneys;ˈmʌniz;nan;dinheiro
mongolia;mɑːŋˈɡoʊ.li.ə;nan;nan
mongoose;ˈmɑːŋ.ɡuːs;ˈmäNGˌɡo͞os;mangusto
mongrel;ˈmʌŋ.ɡrəl;ˈmäNGɡrəl;Mongrel
monies;ˈmʌn.iz;ˈmənēz;dinheiro
monition;nan;məˈniSHən;monição
monitor;ˈmɑː.nə.t̬ɚ;ˈmänədər;monitor
monitored;ˈmɒn.ɪ.tər;nan;monitorou
monitoring;ˈmɒn.ɪ.tər;nan;nan
monitors;ˈmɑː.nə.t̬ɚ;nan;nan
monk;mʌŋk;məNGk;monja(feminino)
monkey;ˈmʌŋ.ki;ˈməNGkē;macaca(feminino)
monkey; /ˈmʌŋki/;ˈməNGkē;macaca(feminino)
monkfish;nan;ˈməNGkˌfiSH;Tamboril
monkish; /ˈmʌŋkɪʃ/;ˈməNGkiSH;monge
mono;ˈmɑː.noʊ;ˈmänō;mono
monochromatic;ˌmɑː.noʊ.krəˈmæt̬.ɪk;ˌmänōkrəˈmadik;monocromática(feminino)
monochrome;ˈmɑː.nə.kroʊm;ˈmänəˌkrōm;monocromática(feminino)
monocle;ˈmɑː.nə.kəl;ˈmänək(ə)l;monóculo
monoclonal;ˌmɑː.nəˈkloʊ.nəl;ˌmänəˈklōnl;monoclonal
monocular;məˈnɑː.kjʊ.lɚ;məˈnäkyələr;monocular
monoculture;ˈmɑː.noʊˌkʌl.tʃɚ;ˈmänəˌkəlCHər;monocultura
monogamous;məˈnɑː.ɡə.məs;məˈnäɡəməs;monogâmico
monogamously;nan;məˈnäɡəməslē;monogamamente
monogamy;məˈnɑː.ɡə.mi;məˈnäɡəmē;monogamia
monogram;ˈmɑː.nə.ɡræm;ˈmänəˌɡram;monograma
monogrammed;ˈmɑː.nə.ɡræmd;nan;monogramso
monograph;ˈmɑː.nə.ɡræf;ˈmänəˌɡraf;monografia
monographic;nan;ˌmänəˈɡrafik;monográfico
monolayer;nan;ˈmänəˌlāər;monocamada
monolingual;ˌmɑː.noʊˈlɪŋ.ɡwəl;ˌmänəˈliNGɡwəl;Monolíngue
monolith;ˈmɑː.nə.lɪθ;ˈmänəˌliTH;monólito
monolithic;ˌmɑː.nəˈlɪθ.ɪk;ˌmänəˈliTHik;monolítico
monologue;ˈmɑː.nə.lɑːɡ;ˈmänəlˌôɡ;monólogo
monomania;ˌmɑː.noʊˈmeɪ.ni.ə;ˌmänəˈmānēə;monomania
monomer;ˈmɑː.nə.mɚ;ˈmänəmər;monômero
monomial;mɑˈnoʊ·mi·əl;məˈnōmēəl;monômio
monomolecular;nan;ˌmänōməˈlekyələr;monomolecular
monophonic; /ˌmɑːnəˈfɑːnɪk/;ˌmänəˈfänik;monofônico
monoplane;ˈmɑː.nə.pleɪn;ˈmänəˌplān;monoplano
monopole;nan;ˈmänəˌpōl;monopolo
monopolist;məˈnɒpəlɪst;məˈnäpələst;monopolista
monopolistic;məˌnɑː.pəlˈɪs.tɪk;məˌnäpəˈlistik;monopolista
monopoly;məˈnɑː.pəl.i;məˈnäpəlē;Monopólio
monorail;ˈmɑː.nə.reɪl;ˈmänəˌrāl;monotrilho
monosyllabic;ˌmɑː.noʊ.sɪˈlæb.ɪk;ˌmänəsəˈlabik;monossilábica(feminino)
monosyllable;ˈmɑː.noʊˌsɪl.ə.bəl;ˈmänəˌsiləb(ə)l;monossílabo
monotheism;ˌmɑː.noʊˈθiː.ɪ.zəm;ˈmänōˌTHēizəm;monoteísmo
monotheist;ˈmɑː.noʊ.θiː.ɪst;nan;monoteísta
monotheistic;ˌmɑː.noʊ.θiːˈɪs.tɪk;ˌmänəTHēˈistik;monoteísta
